ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
818,kangaroo,what is used to protect a vehicale from a kangaroo,roo bars,hard,hard,S08_set1_a1,
819,,is today he widely regarded as one of historys greatest painters and an important contributor to the foundations of modern art,yes,,easy,S10_set6_a7,Vincent_van_Gogh
820,,where does the german president live,the german president lives west of the center schloss bellevue,medium,hard,S10_set3_a1,Berlin
821,,what religion holds majority in melbourne,christian,hard,hard,S10_set3_a2,Melbourne
822,,what is the most common color of ants,most ants are red or black,hard,hard,S10_set1_a1,Ant
823,Gerald_Ford,how many eagle scouts were involved in fords funeral procession,400,medium,medium,S08_set3_a10,
824,,how does swahili time run,from dawn to dusk,medium,medium,S10_set5_a4,Swahili_language
825,,is the foot pedal framework for a piano called a lyre,yes,hard,medium,S10_set2_a10,Lyre
826,otter,where does the word otter derive from,the word otter derives from the old english word otr otor or oter this and cognate words in other indoeuropean languages ultimately stem from a root which also gave rise to the english words water wet and winter,medium,medium,S08_set1_a7,
827,beetle,have coleopterists formed organisations to facilitate the study of beetles,yes,,easy,S08_set1_a8,
828,,how many letters are in the basic latin alphabet,26,medium,medium,S10_set5_a9,Swedish_language
829,,can black swans swim with only one leg,yes,easy,medium,S09_set1_a10,Swan
830,,who was not long in finding another lover jacqueline roque,picasso,,medium,S10_set6_a1,Pablo_Picasso
831,elephant,what land animal is larger than an elephant,none,hard,hard,S08_set1_a5,
832,,are bees related to ants,yes,easy,hard,S09_set1_a8,Bee
833,Singapore,where did orang laut people live,orang laut people lived around the coast rivers and smaller islands,medium,easy,S08_set2_a2,
834,Gerald_Ford,for how long was ford a member of the house of representatives,ford served for over eight years as the republican minority leader of the united states house of representatives,medium,medium,S08_set3_a10,
835,John_Adams,did john adams get along with alexander hamilton,no,hard,too hard,S08_set3_a1,
836,,who wrote the first novel in finnish,the first novel in finnish was published by aleksis kivi,hard,hard,S10_set5_a5,Finnish_language
837,Woodrow_Wilson,did woodrow wilson create the league of nations,yes,easy,easy,S08_set3_a8,
838,,what is the polish word for swan,321ab281d378,hard,hard,S09_set1_a10,Swan
839,,does vietnamese have a comparatively large number of vowels,yes,easy,easy,S10_set5_a10,Vietnamese_language
840,John_Adams,is it true that massachus08_setts sent him in 1774,yes,,easy,S08_set3_a1,
841,Calvin_Coolidge,when was coolidge born,july 4 1872,medium,medium,S08_set3_a9,
842,Woodrow_Wilson,did wilson support desegregation,no,hard,hard,S08_set3_a8,
843,,do small tremors occur in ottawa,yes,easy,hard,S09_set3_a5,Ottawa
844,Uruguay,can citizens propose changes to the constitution,yes people are allowed to challenge laws,easy,medium,S08_set2_a9,
845,otter,are otters herbivores,no,easy,easy,S08_set1_a7,
846,Singapore,what is the mrt,one of three heavy rail passenger transport lines in singapore,medium,medium,S08_set2_a2,
847,,when was the turkish language association founded,in 1928,medium,hard,S10_set5_a8,Turkish_language
848,Woodrow_Wilson,did he not cast his ballot for john m palmer  the presidential candidate of the national democratic party  or gold democrats  a shortlived party that supported a gold standard  low tariffs  and limited government,yes,,easy,S08_set3_a8,
849,,did faraday receive an extensive formal education,no,easy,medium,S09_set4_a7,Michael_Faraday
850,Egypt,does egypts foreign policy operates along moderate lines,yes,easy,easy,S08_set2_a6,
851,,what part of the cymbal gets the best crash,edge or rim,medium,medium,S09_set2_a6,Cymbal
852,,is the us copyright representative for the picasso administration the artists rights society,yes,,medium,S10_set6_a1,Pablo_Picasso
853,,interaction with what man stirred up newtons interest in alchemy,henry more,hard,hard,S09_set4_a1,Isaac_Newton
854,,what was james watts fathers job,his father was a shipwright ship owner and contractor and served as the towns chief baillie,medium,hard,S10_set4_a2,James_Watt
855,,how many arms does an octopus have,an octopus has four pairs of arms,medium,medium,S10_set1_a10,Octopus
856,Ghana,is ghanas head of state john agyekum kufuor,yes,easy,easy,S08_set2_a5,
857,Finland,what is the most extensively celebrated holiday,christmas is the most extensively celebrated holiday,medium,medium,S08_set2_a4,
858,,where is henri becquerel from,paris,,medium,S09_set4_a9,Henri_Becquerel
859,,here  are all syllables unstressed  except the syllableswords best and done  which are stressed,yes,,easy,S09_set5_a1,English_language
860,Millard_Fillmore,what is the remarkable millard fillmore,in 2007 george pendle wrote the remarkable millard fillmore a fake biography based on real events that happened in fillmores life,medium,medium,S08_set3_a3,
861,,wasnt malay language found in sumatra,the malay language was found in sumatra,,easy,S10_set5_a2,Malay_language
862,beetle,when are sperm cells transferred to the female,during pairing,medium,medium,S08_set1_a8,
863,,what are female foxes called,vixens,hard,medium,S09_set1_a6,Fox
864,polar_bear,how much weight do female polar bears gain during pregnancy,they double their weight during pregnancy,hard,medium,S08_set1_a4,
865,leopard,what is a hybrid animal resulting from a union between a leopard and a puma,a pumapard,medium,medium,S08_set1_a2,
866,,is nassau range the highest mountain range in the world,no,hard,easy,S09_set3_a2,Nassau
867,Calvin_Coolidge,where did coolidges grandfather had government offices,the town of plymouth notch,medium,hard,S08_set3_a9,
868,,does coulomb leave a legacy as a pioneer in the field of geotechnical engineering for his contribution to retaining wall design,yes,,easy,S10_set4_a6,Charles-Augustin_de_Coulomb
869,,how many head entries for character definitions does the zhonghua zihai 20013213262338328023 1994 contain,54678,medium,medium,S10_set5_a7,Chinese_language
870,,in 1820 avogadro became a professor of physics where,university of turin,medium,medium,S10_set4_a8,Amedeo_Avogadro
871,beetle,what do beetles eat,some are generalists eating both plants and animals other beetles are highly specialised in their diet,hard,hard,S08_set1_a8,
872,turtle,what do turtle eggs preared to eat consist mainly of,yolk,medium,medium,S08_set1_a9,
873,,like many larger where cities san francisco is a minoritymajority city as nonhispanic whites comprise less than half of the population,us,,medium,S10_set3_a8,San_Francisco
874,Ulysses_S._Grant,what happened in 1865,he accepted the surrender of robert e lee,,medium,S08_set3_a5,
875,,what trumpet was the first to be allowed in the christian church,slide trumpets,medium,medium,S10_set2_a3,Trumpet
876,,why are harp guitars difficult to classify,there are many variations within this type,hard,medium,S10_set2_a7,Guitar
877,,was vietnamese formally written using the chinese writing system,yes vietnamese was formerly written using the chinese writing system,easy,easy,S10_set5_a10,Vietnamese_language
878,,what are the patterns of vowel harmony,vowels are characterised by two features frontback and roundedunrounded,hard,easy,S10_set5_a8,Turkish_language
879,,is voltas legacy celebrated by a temple on the shore of lake como in the center of the town,yes,,easy,S10_set4_a10,Alessandro_Volta
880,,was nikola teslas mother illiterate,yes,hard,hard,S10_set4_a3,Nikola_Tesla
881,Calvin_Coolidge,when was coolidge born,plymouth windsor county vermont,medium,easy,S08_set3_a9,
882,turtle,why are sidenecked turtles called sidenecked turtles,the way they withdraw their heads into their shells,hard,hard,S08_set1_a9,
883,,is dhaka located on the eastern banks of the buriganga river,yes,easy,medium,S09_set3_a3,Dhaka
884,,are they constructed of brass tubing bent twice into an oblong shape and are played by blowing air through closed lips producing a buzzing sound which starts a standing wave vibration in the air column inside the trumpet,yes,,easy,S10_set2_a3,Trumpet
885,,interaction with what man stirred up newtons interest in alchemy,the contact with the theosophist henry more revived his interest in alchemy,hard,medium,S09_set4_a1,Isaac_Newton
886,,is the tiger a member of the felidar family,no,easy,easy,S09_set1_a3,Tiger
887,polar_bear,what is the last word on the page,connecticut,easy,too easy,S08_set1_a4,
888,Canada,what is canadas national unemployment rate,in october 2007 canadas national unemployment rate is 59,medium,medium,S08_set2_a8,
889,,is each node at an integer division of the string,yes,,easy,S10_set2_a2,Violin
890,Woodrow_Wilson,was wilson a member of the phi kappa psi fraternity,yes,easy,easy,S08_set3_a8,
891,,what is the only variety of modern arabic that has acquired official language status,maltese,medium,medium,S10_set5_a3,Arabic_language
892,Woodrow_Wilson,was woodrow wilson the thirtieth president of the united states,no,easy,easy,S08_set3_a8,
893,,when did the crime level become higher,after the october revolution,hard,easy,S10_set3_a10,Saint_Petersburg
894,,in 1820 avogadro became a professor of physics where,university of turin,medium,hard,S10_set4_a8,Amedeo_Avogadro
895,,is schloss charlottenburg the largest existing palace in berlin,schloss charlottenburg is the largest existing palace in berlin,easy,easy,S10_set3_a1,Berlin
896,Woodrow_Wilson,what was more damaging than moving students into colleges,his confrontation with andrew fleming west,hard,too hard,S08_set3_a8,
897,,was nassau placed in operation by robert fulton,yes,easy,easy,S09_set3_a2,Nassau
898,beetle,is a beetles general anatomy uniform,yes,easy,easy,S08_set1_a8,
899,,what areas can giraffes inhabit,savannas grasslands or open woodlands,medium,medium,S09_set1_a5,Giraffe
900,,do otters have claws,yes,easy,easy,S09_set1_a7,Otter
901,penguin,do penguins have a better than average sense of hearing for birds,no,easy,easy,S08_set1_a3,
902,Calvin_Coolidge,which state were coolidge born in,vermont,medium,medium,S08_set3_a9,
903,polar_bear,what is the last word on the page,ssn22,easy,too hard,S08_set1_a4,
904,Romania,what did tourism in romania attract in 2005,investments worth 400 million euros,,medium,S08_set2_a7,
905,beetle,what are prey of various animals including birds and mammals,beetles,,easy,S08_set1_a8,
906,Woodrow_Wilson,what caused wilson to ask congress to declare war on the central powers,german began unrestricted submarine warfare,hard,hard,S08_set3_a8,
907,Liechtenstein,is liechtenstein the smallest germanspeaking country in the world,yes,easy,easy,S08_set2_a1,
908,,who left verroccios studio,leonardo da vinci left verroccios studio,,medium,S10_set6_a3,Leonardo_da_Vinci
909,,is the population of wild giant  pandas growing,according to some reports yes,hard,hard,S10_set1_a4,Giant_Panda
910,elephant,what did aristotle say about elephants,the beast which pass08_seth all others in wit and mind,hard,hard,S08_set1_a5,
911,,is the electric eel a true eel,no the electric eel is not a true eel,easy,hard,S10_set1_a8,Eel
912,kangaroo,who asked a nearby local what the creatures were called,captain james cook and naturalist sir joseph banks,,hard,S08_set1_a1,
913,,has the flute been dated to prehistoric times,yes,easy,easy,S10_set2_a5,Flute
914,,do swans belong to the family anatidae,yes,easy,easy,S09_set1_a10,Swan
915,,who has released an album or song named santiago,the chieftains and loreena mckennitt,medium,hard,S09_set3_a6,Santiago
916,Grover_Cleveland,how many years after cleveland left office did the us win the spanishamerican war,one,medium,medium,S08_set3_a6,
917,,whom did he share the nobel prize with,pierre and marie curie,medium,medium,S10_set4_a9,Henri_Becquerel
918,penguin,what is the largest living species of penguin,the emperor penguin aptenodytes forsteri,easy,medium,S08_set1_a3,
919,,what does henri becquerel do,was a physisist,,medium,S09_set4_a9,Henri_Becquerel
920,,20415244032041530070 lunchbox or boxed lunch from bento and 2600929702 prepared cuisine are loan words from which language,chinese,hard,hard,S10_set5_a7,Chinese_language
921,,what is the origin of the name santiago,spanish for st james,medium,hard,S09_set3_a6,Santiago
922,,where is the headstock located,end of the guitar neck furthest from the body,medium,medium,S10_set2_a7,Guitar
